pname,pdesc,upc,sku,Price,uom,pack,pcat,pcat1,pcat2,country,region
Tears Of Llorona Extra Anejo Tequila 1L,Tears Of Llorona Extra Anejo Tequila 1L,#040232028762,#210000007089,346.99,,1,Agave,Tequila,Extra Anejo,,
Corona Seltzerita Variety 12pk Cans,Corona Seltzerita Variety 12pk Cans,#033544001493,#210000007092,19.99,,1,Beer,Seltzer,,,
2021 Field Recordings Super Gnario Red Blend,2021 Field Recordings Super Gnario Red Blend,#742779422309,#210000007093,22.99,,1,Wine,Red Wine,Blend,,
2020 Inkarri Estate Red Blend,2020 Inkarri Estate Red Blend,#813561010278,#210000007095,19.99,,1,Wine,Red Wine,Blend,,
True Brand Neptune 2pk Ice Ball Tray,True Brand Neptune 2pk Ice Ball Tray,#842094106059,#210000007096,14.99,,1,Accessories,Barware,,,
"Cosimo Maria Masini Toscana Rosso, 2017","Cosimo Maria Masini Toscana Rosso, 2017",#736040519522,#210000007097,44.99,,1,Wine,Red Wine,Sangiovese,,
Rock'n Vodka 750mL,Rock'n Vodka 750mL,#818631020201,#210000007099,29.99,,1,Vodka,United States,Illinois,,
Absolut Wild Berri 750mL,Absolut Wild Berri 750mL,#835229011069,#210000007100,28.99,,1,Vodka,Sweden,,,
G4 Extra Anejo 6yr 750mL,G4 Extra Anejo 6yr 750mL,#7503018079301,#210000007101,536.99,,1,Agave,Tequila,Extra Anejo,,
Sagamore Sherry Finish 750mL,Sagamore Sherry Finish 750mL,#858232007430,#210000007102,86.99,,1,Whiskey,Rye Whiskey,Maryland,,
2020 Nine Hats Cabernet Sauvignon,2020 Nine Hats Cabernet Sauvignon,#856724003304,#210000007104,19.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2021 Andrian Pinot Grigio,2021 Andrian Pinot Grigio,#745163453309,#210000007105,19.99,,1,Wine,White Wine,Pinot Grigio,,
Mango Shotta 50mL,Mango Shotta 50mL,#088004058708,#210000007108,1.2,,1,Agave,Tequila,InfusedFlavored,,
BC 5000 Blue Razz Ice,BC 5000 Blue Razz Ice,#4895257201449,#210000007109,25.99,,1,Vape,Disposable,,,
BC 5000 Tropical Rainbow Blast,BC 5000 Tropical Rainbow Blast,#4895255208440,#210000007110,25.99,,1,Vape,Disposable,,,
Esco Bars Caribbean Breeze,Esco Bars Caribbean Breeze,#850042212592,#210000007112,22.99,,1,Vape,,,,
Cazcanes Tequila Blanco No.9 750mL,Cazcanes Tequila Blanco No.9 750mL,#7500462805425,#210000007113,112.99,,1,Agave,Tequila,Blanco,,
Cazcanes Tequila Blanco No.10 750mL,Cazcanes Tequila Blanco No.10 750mL,#7500928000005,#210000007114,129.99,,1,Agave,Tequila,Blanco,,
El Gran Legado De Vida Blanco Tequila 750mL,El Gran Legado De Vida Blanco Tequila 750mL,#718783000277,#210000007115,76.99,,1,Agave,Tequila,Blanco,,
Montagave Blanco Heritage Tequila 750mL,Montagave Blanco Heritage Tequila 750mL,#816136029453,#210000007116,86.99,,1,Agave,Tequila,Blanco,,
Koval Cranberry Gin Liqueur 750mL,Koval Cranberry Gin Liqueur 750mL,#850786006464,#210000007117,30.99,,1,Gin,,,,
Hoxie Spritzer Lemon Ginger Rose 4pk Cans,Hoxie Spritzer Lemon Ginger Rose 4pk Cans,#850095006766,#210000007118,15.49,,1,Wine,Wine Spritzer,,,
Hoxie Spritzer Lemon Ginger Rose 250mL Single Can,Hoxie Spritzer Lemon Ginger Rose 250mL Single Can,#850095006483,#210000007119,4.19,,1,Wine,Wine Spritzer,,,
Hoxie Spritzer Peach Blossom Rose 250mL Single Can,Hoxie Spritzer Peach Blossom Rose 250mL Single Can,#851937007538,#210000007120,4.19,,1,Wine,Wine Spritzer,,,
Hoxie Spritzer Strawberry Rose 4pk Cans,Hoxie Spritzer Strawberry Rose 4pk Cans,#851937007439,#210000007121,15.49,,1,Wine,Wine Spritzer,,,
Hoxie Spritzer Strawberry Rose 250mL Single Can,Hoxie Spritzer Strawberry Rose 250mL Single Can,#851937007422,#210000007122,4.19,,1,Wine,Wine Spritzer,,,
Glenfiddich 12yr Sherry Cask Finish 750mL,Glenfiddich 12yr Sherry Cask Finish 750mL,#083664874958,#210000007123,74.99,,1,Whiskey,Scotland,,,
2022 Domaine De La Tonnellerie Sancerre,2022 Domaine De La Tonnellerie Sancerre,#3496440000019,#210000007124,32.99,,1,Wine,White Wine,Sancerre,,
Casa Azul Blanco Tequila 750mL,Casa Azul Blanco Tequila 750mL,#810095790072,#210000007125,64.99,,1,Agave,Tequila,Blanco,,
Casa Azul Reposado Tequila 750mL,Casa Azul Reposado Tequila 750mL,#810095790089,#210000007126,82.99,,1,Agave,Tequila,Reposado,,
Casa Azul Anejo Tequila 750mL,Casa Azul Anejo Tequila 750mL,#810095790096,#210000007127,116.99,,1,Agave,Tequila,Anejo,,
2021  Destinata Chenin Blanc,2021  Destinata Chenin Blanc,#858031006627,#210000007128,26.99,,1,Wine,White Wine,Chenin Blanc,,
"Aviary Birds Of Prey Red Blend, 2020","Aviary Birds Of Prey Red Blend, 2020",#850832004185,#210000007129,19.99,,1,Wine,Red Wine,Blend,,
"Villa Bagnolo L'oste Sangiovese Romana Toscana, 2020","Villa Bagnolo L'oste Sangiovese Romana Toscana, 2020",#716146057500,#210000007130,21.99,,1,Wine,Red Wine,Sangiovese,,
Carra Prosecco Treviso Brut,Carra Prosecco Treviso Brut,#716146152007,#210000007131,19.99,,1,Sparkling Wine,Prosecco,,,
"Dom Deux Roches Pouilly Fuisse 1er Cru Les Crays, 2021","Dom Deux Roches Pouilly Fuisse 1er Cru Les Crays, 2021",#3460940800387,#210000007132,49.99,,1,Wine,White Wine,Chardonnay,,
Samaroli Apprentice Glen Scotia 2015 Ex Bourbon Barrel 750mL,Samaroli Apprentice Glen Scotia 2015 Ex Bourbon Barrel 750mL,#5060417913664,#210000007133,114.99,,1,Whiskey,Scotland,,,
Samaroli Architectus Caol Lla 2014 And Linkwood 2012 Ex Bourbon Barrel 750mL,Samaroli Architectus Caol Lla 2014 And Linkwood 2012 Ex Bourbon Barrel 750mL,#5060417913671,#210000007134,114.99,,1,Whiskey,Scotland,,,
"Canada Cloud Forest Rum  ""Oaxacan"" 1L","Canada Cloud Forest Rum  ""Oaxacan"" 1L",#7503023126687,#210000007135,49.99,,1,Rum,White,,,
Gustoso Mexican Rum 750mL,Gustoso Mexican Rum 750mL,#040232390876,#210000007136,26.99,,1,Rum,White,,,
Hwayang Pungjeong Sagye Winter Soju 375mL,Hwayang Pungjeong Sagye Winter Soju 375mL,#8809411710001,#210000007137,36.99,,1,Soju,,,,
TX Metal Shot Glass,TX Metal Shot Glass,#735236125967,#210000007138,7.99,,1,Accessories,Glassware,,,
Rhum J.M Agricole 100Proof White Rum 750mL,Rhum J.M Agricole 100Proof White Rum 750mL,#182972001411,#210000007139,42.99,,1,Rum,Rhum Agricole,,,
Soldongju Damsoul Soju 750mL,Soldongju Damsoul Soju 750mL,#8809197706205,#210000007140,46.99,,1,Soju,,,,
The Han Seoul Night Plum Soju 375mL,The Han Seoul Night Plum Soju 375mL,#8809313088871,#210000007141,16.99,,1,Soju,,,,
Smooth Ambler Single Barrel Old Scout Rye 115 Proof 750mL,Smooth Ambler Single Barrel Old Scout Rye 115 Proof 750mL,#854570002175,#210000007142,56.99,,1,Whiskey,Rye Whiskey,West Virginia,,
Patron El Cielo Silver Tequila 750mL,Patron El Cielo Silver Tequila 750mL,#721733005949,#210000007143,139.99,,1,Agave,Tequila,Blanco,,
Patron Ahumado Silver 750mL,Patron Ahumado Silver 750mL,#721733005819,#210000007144,79.99,,1,Agave,Tequila,Blanco,,
Patron Ahumado Reposado 750mL,Patron Ahumado Reposado 750mL,#721733005826,#210000007145,92.99,,1,Agave,Tequila,Reposado,,
The Dalmore 14yr 750mL,The Dalmore 14yr 750mL,#087647114239,#210000007146,119.99,,1,Whiskey,Scotland,Highland,,
Saint Benevolence Clairin Rhum 750mL,Saint Benevolence Clairin Rhum 750mL,#853798008020,#210000007147,34.99,,1,Rum,White,,,
San Zanj Without Angels Clairin White Rhum 750mL,San Zanj Without Angels Clairin White Rhum 750mL,#703558800572,#210000007148,36.99,,1,Rum,White,,,
2021 Broc Cellars Love Red,2021 Broc Cellars Love Red,#700686046209,#210000007149,26.99,,1,Wine,Red Wine,Blend,,
2021 Jean Jacques Girard Bourgogne Pinot Noir Rouge,2021 Jean Jacques Girard Bourgogne Pinot Noir Rouge,#3562410000515,#210000007150,32.99,,1,Wine,Red Wine,Pinot Noir,,
2022 Dupeuble Beaujolais Rouge,2022 Dupeuble Beaujolais Rouge,#761503222268,#210000007151,19.99,,1,Wine,Red Wine,Beaujolais,,
Cuvelier Los Andes Coleccion Blend,Cuvelier Los Andes Coleccion Blend,#812593010232,#210000007152,29.99,,1,Wine,Red Wine,Blend,,
Wild Turkey 101 Bourbon Plastic 750mL,Wild Turkey 101 Bourbon Plastic 750mL,#721059897518,#210000007153,31.99,,1,Bourbon,Kentucky,,,
"Domaine Les Roches Bleues Cotes De Brouilly La Baraquee Gamay, 2021","Domaine Les Roches Bleues Cotes De Brouilly La Baraquee Gamay, 2021",#664841103810,#210000007154,29.99,,1,Wine,Red Wine,Gamay,,
"La Comarcal Delmoro Tinto, 2022","La Comarcal Delmoro Tinto, 2022",#664841103216,#210000007155,22.99,,1,Wine,Red Wine,Blend,,
2021 Vallot Cote De Rhone,2021 Vallot Cote De Rhone,#664841102905,#210000007156,21.99,,1,Wine,Red Wine,Blend,,
Esperanto Blanco Tequila 750mL,Esperanto Blanco Tequila 750mL,#7503008313071,#210000007157,89.99,,1,Agave,Tequila,Blanco,,
Esperanto Reposado Tequila 750mL,Esperanto Reposado Tequila 750mL,#7503008313019,#210000007158,92.99,,1,Agave,Tequila,Reposado,,
Esperanto Anejo Tequila 750mL,Esperanto Anejo Tequila 750mL,#7503008313026,#210000007159,114.99,,1,Agave,Tequila,Anejo,,
Mango Shotta 750mL,Mango Shotta 750mL,#088004058692,#210000007160,16.99,,1,Agave,Tequila,InfusedFlavored,,
"2021 Jean Louis Chave Selections Crozes Hermitage ""Silene"" Rouge","2021 Jean Louis Chave Selections Crozes Hermitage ""Silene"" Rouge",#3760046000330,#210000007162,34.99,,1,Wine,Red Wine,Syrah,,
"Vigna Del Malina Merlot Venezia Giulia, 2011","Vigna Del Malina Merlot Venezia Giulia, 2011",#701197021266,#210000007165,29.99,,1,Wine,Red Wine,Merlot,,
2016 Vigne Del Malina Pinot Grigio RAM,2016 Vigne Del Malina Pinot Grigio RAM,#0701197021280,#210000007166,49.99,,1,Wine,White Wine,Pinot Grigio,,
Yellow Bird Tennessee Whiskey 750mL,Yellow Bird Tennessee Whiskey 750mL,#087845000099,#210000007167,39.99,,1,Whiskey,United States,Tennessee,,
Jagermeister 50mL,Jagermeister 50mL,#083089660105,#210000007168,2.49,,1,Liqueur,,,,
Acqua Panna 16.9oz Plastic,Acqua Panna 16.9oz Plastic,#041508600200,#210000007169,2.89,,1,Mixers,Still Water,,,
2021 Tinpot Hut Pinot Gris,2021 Tinpot Hut Pinot Gris,#9421901936006,#210000007170,19.99,,1,Wine,White Wine,Pinot Gris,,
2021 Joseph Mellot Destinea Pinot Noir Rose,2021 Joseph Mellot Destinea Pinot Noir Rose,#792059002288,#210000007171,17.99,,1,Wine,Rosé,,,
2021 Joseph Mellot Pouilly Fume Le Tronsec,2021 Joseph Mellot Pouilly Fume Le Tronsec,#792059000086,#210000007172,32.99,,1,Wine,White Wine,Sauvignon Blanc,,
2021 Joseph Mellot Destinea Sauvignon Blanc,2021 Joseph Mellot Destinea Sauvignon Blanc,#792059000062,#210000007173,17.99,,1,Wine,White Wine,Sauvignon Blanc,,
Del Maguey Single Village Puebla Mezcal 750mL,Del Maguey Single Village Puebla Mezcal 750mL,#618397202220,#210000007174,46.99,,1,Agave,Mezcal,,,
2021 Remhoogte Honeybunch RSV (Skin Contact) Chenin Blanc,2021 Remhoogte Honeybunch RSV (Skin Contact) Chenin Blanc,#6009655070783,#210000007175,29.99,,1,Wine,White Wine,Chenin Blanc,,
2022 Remhoogte Free To Be Riesling,2022 Remhoogte Free To Be Riesling,#6009655070745,#210000007176,28.99,,1,Wine,White Wine,Riesling,,
2020 Remhoogte Soaring Eagle Red Blend,2020 Remhoogte Soaring Eagle Red Blend,#6009655070820,#210000007177,19.99,,1,Wine,Red Wine,Blend,,
On The Rocks Hornitos Margarita 750mL,On The Rocks Hornitos Margarita 750mL,#080686897170,#210000007178,29.99,,1,Ready To Drink,,,,
Newdrop 1.75 mL,Newdrop 1.75 mL,#855076007046,#210000007179,19.99,,1,Vodka,Lithuania,,,
Gardet Brut Tradition Champagne,Gardet Brut Tradition Champagne,#3287117000117,#210000007182,46.99,,1,Champagne,,,,
Bhakta  2013 Whiskey Armagnac Finish 750mL,Bhakta  2013 Whiskey Armagnac Finish 750mL,#810103252066,#210000007183,149.99,,1,Bourbon,Indiana,,,
Smoke Wagon Uncut The Younger Bourbon 750mL,Smoke Wagon Uncut The Younger Bourbon 750mL,#858764003221,#210000007184,52.99,,1,Bourbon,Nevada,,,
Yobo Soju Hunni Sparkling Grape Ginger 4pk Cans,Yobo Soju Hunni Sparkling Grape Ginger 4pk Cans,#086785101156,#210000007185,19.99,,1,Soju,,,,
Esco Bar Purple Reign,Esco Bar Purple Reign,#655255268561,#210000007186,22.99,,1,Vape,,,,
Yobo Soju Hunni Sparkling Yuzu Elderflower 4pk Cans,Yobo Soju Hunni Sparkling Yuzu Elderflower 4pk Cans,#086785101118,#210000007187,19.99,,1,Soju,,,,
Sanmartino Millesimato Organic Brut Prosecco,Sanmartino Millesimato Organic Brut Prosecco,#8033102920329,#210000007188,16.99,,1,Sparkling Wine,Prosecco,,,
Parajes Del Valle Monastrell,Parajes Del Valle Monastrell,#8423110752966,#210000007189,18.99,,1,Wine,Red Wine,Monastrell,,
Bota Box Cabernet Sauvignon 3L,Bota Box Cabernet Sauvignon 3L,#082242010450,#210000007190,22.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
Italicus liqueur 750mL,Italicus liqueur 750mL,#816136021556,#210000007191,38.99,,1,Liqueur,,,,
Fever Tree Lemon Tonic 4pk,Fever Tree Lemon Tonic 4pk,#812136031359,#210000007192,8.99,,1,Mixers,Tonic Water,,,
Haribo Sour Gold Bears 5oz Bag,Haribo Sour Gold Bears 5oz Bag,#042238312210,#210000007195,2.99,,1,Food,Candy,,,
Blue Diamond Almonds Roasted Salted 1.5oz,Blue Diamond Almonds Roasted Salted 1.5oz,#041570051801,#210000007196,1.99,,1,Food,Snacks,,,
Blue Diamond Almond Salt & Vinegar 1.5oz,Blue Diamond Almond Salt & Vinegar 1.5oz,#041570055762,#210000007197,1.99,,1,Food,Snacks,,,
Met-Rx Peanut Butter Pretzel,Met-Rx Peanut Butter Pretzel,#786560181402,#210000007199,5.99,,1,Food,Protein Bars,,,
Met-Rx Chocolate Chip Cookie Dough,Met-Rx Chocolate Chip Cookie Dough,#786560050012,#210000007200,5.99,,1,Food,Protein Bars,,,
Blue Diamond Almond Habanero Bbq 1.5oz,Blue Diamond Almond Habanero Bbq 1.5oz,#041570055120,#210000007201,1.99,,1,Food,Snacks,,,
Lays Sour Cream Onion 2.7oz Bag,Lays Sour Cream Onion 2.7oz Bag,#028400707619,#210000007204,3.19,,1,Food,Chips,,,
Haribo Rainbow Worms 5oz Bag,Haribo Rainbow Worms 5oz Bag,#042238724563,#210000007205,2.99,,1,Food,Candy,,,
Doritos Spicy Sweet Chili 2.5oz,Doritos Spicy Sweet Chili 2.5oz,#028400707633,#210000007206,3.19,,1,Food,Chips,,,
Sun Chips Garden Salsa 2oz Bag,Sun Chips Garden Salsa 2oz Bag,#028400707657,#210000007207,3.19,,1,Food,Chips,,,
Electrolit Sabor Uva-GRAPE,Electrolit Sabor Uva-GRAPE,#7501125144851,#210000007208,4.99,,1,Mixers,Juice,,,
Electrolit Pina-PINEAPPLE,Electrolit Pina-PINEAPPLE,#7501125103582,#210000007210,4.99,,1,Mixers,Juice,,,
Blue Diamond Almonds Smokehouse 1.5oz,Blue Diamond Almonds Smokehouse 1.5oz,#041570051795,#210000007213,1.99,,1,Food,Snacks,,,
"Piteira Premium Organic Portugese Red Blend, 2020","Piteira Premium Organic Portugese Red Blend, 2020",#5602417105221,#210000007214,18.99,,1,Wine,Red Wine,Blend,,
La Sueca Sangria,La Sueca Sangria,#8421915100616,#210000007215,19.99,,1,Sangria,,,,
2017 Domaine St Pierre Cotes Du Rhone,2017 Domaine St Pierre Cotes Du Rhone,#3760035180418,#210000007216,21.99,,1,Wine,Red Wine,Blend,,
Dore Champagne Cuvee Premier Cru,Dore Champagne Cuvee Premier Cru,#3441030001006,#210000007217,58.99,,1,Champagne,,,,
Topo Chico Margarita Hard Seltzer 24oz Can,Topo Chico Margarita Hard Seltzer 24oz Can,#810078780342,#210000007218,3.86,,1,Beer,Seltzer,,,
Don Anibal Blanco 750mL,Don Anibal Blanco 750mL,#735632636876,#210000007219,49.99,,1,Agave,Tequila,Blanco,,
Don Anibal Reposado 750mL,Don Anibal Reposado 750mL,#735632636883,#210000007220,54.99,,1,Agave,Tequila,Reposado,,
Don Anibal Extra Anejo 750mL,Don Anibal Extra Anejo 750mL,#735632636890,#210000007221,179.99,,1,Agave,Tequila,Extra Anejo,,
Good Day  Blueberry Soju 375mL,Good Day  Blueberry Soju 375mL,#8801100130541,#210000007222,7.49,,1,Soju,,,,
Alma Del Jaguar Blanco 750mL,Alma Del Jaguar Blanco 750mL,#660457529808,#210000007223,57.99,,1,Agave,Tequila,Blanco,,
Alma Del Jaguar Reposado 750mL,Alma Del Jaguar Reposado 750mL,#660457640862,#210000007224,67.99,,1,Agave,Tequila,Reposado,,
Laws San Luis Valley Cask Strenght Rye Whiskey 750mL,Laws San Luis Valley Cask Strenght Rye Whiskey 750mL,#856933005915,#210000007225,92.99,,1,Whiskey,Rye Whiskey,Colorado,,
Derrumbes Durango Durangensis Mezcal 750mL,Derrumbes Durango Durangensis Mezcal 750mL,#708747152845,#210000007226,74.99,,1,Agave,Mezcal,Durango,,
J. Mattingly 1845 Small Batch Freedom 750mL,J. Mattingly 1845 Small Batch Freedom 750mL,#857944007097,#210000007227,139.99,,1,Bourbon,,,,
J. Mattingly 1845 Small Batch Longhorn 750mL,J. Mattingly 1845 Small Batch Longhorn 750mL,#857944007127,#210000007228,139.99,,1,Bourbon,,,,
J. Mattingly 1845 Small Batch Rye Times 750mL,J. Mattingly 1845 Small Batch Rye Times 750mL,#863254000161,#210000007229,139.99,,1,Whiskey,Rye Whiskey,,,
Tequila Ocho Reposado 1L,Tequila Ocho Reposado 1L,#860004628774,#210000007230,79.99,,1,Agave,Tequila,Reposado,,
Sanpellegrino Pompelmo 11.15 oz,Sanpellegrino Pompelmo 11.15 oz,#041508192774,#210000007231,2.99,,1,Mixers,Sparkling Water,,,
Sanpellegrino Lemon and Lemon Zest 11.15 oz,Sanpellegrino Lemon and Lemon Zest 11.15 oz,#041508803151,#210000007232,2.99,,1,Mixers,Sparkling Water,,,
Sanpellegrino Aranciata Rossa 11.15 oz,Sanpellegrino Aranciata Rossa 11.15 oz,#041508992688,#210000007233,2.99,,1,Mixers,Sparkling Water,,,
Komos Anejo 750mL,Komos Anejo 750mL,#85003303207,#210000007234,189.99,,1,Agave,Tequila,Anejo,,
Esco Bar Apple Melons Ice,Esco Bar Apple Melons Ice,#810107494691,#210000007237,22.99,,1,Vape,,,,
Esco Bar Blue Gummy,Esco Bar Blue Gummy,#850037090891,#210000007238,22.99,,1,Vape,,,,
Esco Bar Island hopper,Esco Bar Island hopper,#655255165921,#210000007239,22.99,,1,Vape,,,,
Esco Bar Mango Guava Ice,Esco Bar Mango Guava Ice,#850033553161,#210000007240,22.99,,1,Vape,,,,
Esco Bar Tabacco,Esco Bar Tabacco,#753620330452,#210000007241,22.99,,1,Vape,,,,
BC 5000 Malibu Mint,BC 5000 Malibu Mint,#4895255208266,#210000007242,25.99,,1,Vape,Disposable,,,
BC 5000 Peach Ice,BC 5000 Peach Ice,#4895257201630,#210000007243,25.99,,1,Vape,Disposable,,,
Cantera Negra Coffe Liqeur 750mL,Cantera Negra Coffe Liqeur 750mL,#853278007093,#210000007244,34.99,,1,Liqueur,Coffee,,,
Kuksusowa Vodka 750mL,Kuksusowa Vodka 750mL,#630328000378,#210000007245,17.99,,1,Vodka,Poland,,,
Celsius Sparkling Lemon Lime 12oz Can,Celsius Sparkling Lemon Lime 12oz Can,#889392000757,#210000007246,3.5,,1,Mixers,Energy Drink,,,
Celsius Fantasy Vibe Sparkling Mandarin Marshmallow 12oz Can,Celsius Fantasy Vibe Sparkling Mandarin Marshmallow 12oz Can,#889392000597,#210000007248,3.5,,1,Mixers,Energy Drink,,,
Celsius Sparkling Mango Passionfruit 12oz Can,Celsius Sparkling Mango Passionfruit 12oz Can,#889392021431,#210000007249,3.5,,1,Mixers,Energy Drink,,,
Asahi “Super Dry” Japanese Beer 6pk Bottles,Asahi “Super Dry” Japanese Beer 6pk Bottles,#038766361202,#210000007250,12.98,,1,Beer,Japan,,,
Prairie Vodka 750mL,Prairie Vodka 750mL,#087116001886,#210000007253,19.99,,1,Vodka,United States,Minnesota,,
Coke 20oz Bottle,Coke 20oz Bottle,#04904403,#210000007254,2.49,,1,Mixers,Soft Drinks,,,
Cakewalk Cheers Gift Bag,Cakewalk Cheers Gift Bag,#876718047664,#210000007255,3.99,,1,Gift Wrapping,,,,
Pilsner Urquell 6pk Bottles,Pilsner Urquell 6pk Bottles,#072311630016,#210000007256,13.29,,1,Beer,Czech Republic,,,
Paul  Masson Brandy Grande Amber VS Plastic 750mL,Paul  Masson Brandy Grande Amber VS Plastic 750mL,#088004045784,#210000007258,13.99,,1,Brandy,,,,
Paul  Masson Brandy Grande Amber VS 750mL,Paul  Masson Brandy Grande Amber VS 750mL,#088004045777,#210000007259,13.99,,1,Brandy,,,,
Paul Masson Grande Amber Watermelon Brandy 750mL,Paul Masson Grande Amber Watermelon Brandy 750mL,#088004055622,#210000007260,13.99,,1,Brandy,,,,
Paul Masson Grande Amber Peach Brandy 375mL,Paul Masson Grande Amber Peach Brandy 375mL,#088004045647,#210000007261,8.99,,1,Brandy,,,,
Ping Pong Balls 6pk,Ping Pong Balls 6pk,#876718030413,#210000007262,5.99,,1,Accessories,Plastic Products,,,
Taylor Port 750mL,Taylor Port 750mL,#088940000014,#210000007263,11.99,,1,Fortified Wine,Port,,,
Casamigos Reposado Cristalino 750mL,Casamigos Reposado Cristalino 750mL,#088076189041,#210000007264,72.99,,1,Agave,Tequila,Cristalino,,
Smirnoff Red White & Berry 750mL,Smirnoff Red White & Berry 750mL,#082000778639,#210000007265,19.99,,1,Vodka,,,,
Cakewalk Plaid Liquor Bottle Bag,Cakewalk Plaid Liquor Bottle Bag,#842094109005,#210000007266,4.69,,1,Gift Wrapping,,,,
BC 5000 Pineapple Coconut Ice,BC 5000 Pineapple Coconut Ice,#4895257201654,#210000007268,25.99,,1,Vape,Disposable,,,
Esco Bars Kiwi Dragon Berry Ice,Esco Bars Kiwi Dragon Berry Ice,#810107494677,#210000007269,22.99,,1,Vape,,,,
"Teliani Valley Kindzmarauli, 2023","Teliani Valley Kindzmarauli, 2023",#4860065010071,#210000007271,18.99,,1,Wine,Red Wine,Blend,,
2021 Domaine Crochet Sancerre Le Chene Marchand,2021 Domaine Crochet Sancerre Le Chene Marchand,#855152001043,#210000007272,62.99,,1,Wine,White Wine,Sancerre,,
2019 Joseph Phelps Napa Valley Cabernet Sauvignon,2019 Joseph Phelps Napa Valley Cabernet Sauvignon,#010465208903,#210000007273,121.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
William Cigars Special $10,William Cigars Special $10,#00000000000,#210000007274,10.99,,1,Tobacco,Cigars,,,
Leinenkugel's Summer Shandy 12pk Cans,Leinenkugel's Summer Shandy 12pk Cans,#034100516093,#210000007276,21.69,,1,Beer,,,,
White Claw Surge Cranberry 32oz Can,White Claw Surge Cranberry 32oz Can,#635985802082,#210000007277,4.99,,1,Beer,Seltzer,,,
Revitalyte Strawberry Breeze 20oz,Revitalyte Strawberry Breeze 20oz,#861645000493,#210000007278,5.99,,1,Hydration Drinks,,,,
Revitalyte Berry Frost 20oz,Revitalyte Berry Frost 20oz,#861645000462,#210000007279,5.99,,1,Hydration Drinks,,,,
Revitalyte Strawberry 20oz,Revitalyte Strawberry 20oz,#860006376734,#210000007280,5.99,,1,Hydration Drinks,,,,
Revitalyte Grape 20oz,Revitalyte Grape 20oz,#860006376727,#210000007281,5.99,,1,Hydration Drinks,,,,
Croft Pink & Tonic Water 4pk Cans,Croft Pink & Tonic Water 4pk Cans,#084692656677,#210000007282,14.99,,1,Ready To Drink,,,,
"Spiegelau ""Salute"" 20.5oz Bordeaux Glasses 4pk","Spiegelau ""Salute"" 20.5oz Bordeaux Glasses 4pk",#4003322223375,#210000007283,34.99,,1,Accessories,Glassware,,,
Stolichnaya Winter Mule Pack,Stolichnaya Winter Mule Pack,#811751022698,#210000007284,39.99,,1,Vodka,,,,
Tiiga Hydration Pack Lemon Lime .46oz,Tiiga Hydration Pack Lemon Lime .46oz,#850017702295,#210000007287,1.49,,1,Hydration Drinks,,,,
Tiiga Hydration Pack Raspberry Lemonade .46oz,Tiiga Hydration Pack Raspberry Lemonade .46oz,#850017702004,#210000007288,1.49,,1,Hydration Drinks,,,,
Tiiga Hydration Pack Orange Mango .46oz,Tiiga Hydration Pack Orange Mango .46oz,#850017702011,#210000007289,1.49,,1,Hydration Drinks,,,,
Tiiga Hydration Pack Strawberry .46oz,Tiiga Hydration Pack Strawberry .46oz,#850017702301,#210000007290,1.49,,1,Hydration Drinks,,,,
Wrigley's Doublemint 15 Sticks,Wrigley's Doublemint 15 Sticks,#02266600,#210000007291,2.99,,1,Food,Gum,,,
Panda Soft Black Licorice 32g,Panda Soft Black Licorice 32g,#075172079154,#210000007292,0.99,,1,Food,Candy,,,
Dos Artes Anejo Reserva Especial 1L,Dos Artes Anejo Reserva Especial 1L,#858349001789,#210000007294,299.99,,1,Agave,Tequila,Anejo,,
"Gran Caus Massis  Del Garraf, 2010","Gran Caus Massis  Del Garraf, 2010",#8429758121997,#210000007296,41.99,,1,Wine,Red Wine,Blend,,
Pür Gum,Pür Gum,#830028000979,#210000007297,2.99,,1,Food,Gum,,,
BC 5000 Lemon Mint,BC 5000 Lemon Mint,#4895257201555,#210000007298,25.99,,1,Vape,Disposable,,,
Orbit Sweet Mint Gum 14 Pieces,Orbit Sweet Mint Gum 14 Pieces,#022000004833,#210000007299,2.89,,1,Food,Gum,,,
Core Power Chocolate,Core Power Chocolate,#811620021951,#210000007300,4.99,,1,Protein Drink,,,,
Core Power Vanilla 14oz,Core Power Vanilla 14oz,#811620021968,#210000007301,4.99,,1,Protein Drink,,,,
Orbit Bubblemint Gum 14 Pieces,Orbit Bubblemint Gum 14 Pieces,#02248905,#210000007302,2.89,,1,Food,Gum,,,
MK Torch,MK Torch,#855553008771,#210000007303,2.99,,1,Tobacco,Tobacco Accessories,LightersTorch,,
Jumex Strawberry-Banana Nectar 11oz Can,Jumex Strawberry-Banana Nectar 11oz Can,#076406023103,#210000007304,1.99,,1,Mixers,Juice,,,
Life WTR 1L,Life WTR 1L,#012000161155,#210000007305,2.89,,1,Mixers,Still Water,,,
Sprite Tropical Mix 20oz,Sprite Tropical Mix 20oz,#049000068696,#210000007306,2.49,,1,Mixers,Soft Drinks,,,
Oxbow Small Batch White Rum 750mL,Oxbow Small Batch White Rum 750mL,#856240007336,#210000007307,34.99,,1,Rum,White,,,
